"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20230122","우이신설선","4.19민주묘지","1408","1231","20230125"
"20230122","경원선","가능","3287","3088","20230125"
"20230122","8호선","가락시장","1639","1767","20230125"
"20230122","3호선","가락시장","1995","2006","20230125"
"20230122","경부선","가산디지털단지","3662","5047","20230125"
"20230122","7호선","가산디지털단지","6723","5879","20230125"
"20230122","9호선","가양","7170","7140","20230125"
"20230122","우이신설선","가오리","2043","1996","20230125"
"20230122","경의선","가좌","2223","2109","20230125"
"20230122","분당선","가천대","2286","2609","20230125"
"20230122","경춘선","가평","1431","1457","20230125"
"20230122","경인선","간석","2530","2440","20230125"
"20230122","경춘선","갈매","926","758","20230125"
"20230122","2호선","강남","13415","13505","20230125"
"20230122","분당선","강남구청","1146","1321","20230125"
"20230122","7호선","강남구청","1834","2045","20230125"
"20230122","5호선","강동","5657","5577","20230125"
"20230122","8호선","강동구청","2922","2872","20230125"
"20230122","경의선","강매","1063","940","20230125"
"20230122","2호선","강변(동서울터미널)","16647","15828","20230125"
"20230122","5호선","강일","1715","1618","20230125"
"20230122","경춘선","강촌","275","293","20230125"
"20230122","5호선","개롱","1834","1947","20230125"
"20230122","경인선","개봉","9366","9151","20230125"
"20230122","분당선","개포동","1080","1156","20230125"
"20230122","9호선","개화","675","453","20230125"
"20230122","5호선","개화산","2112","2075","20230125"
"20230122","5호선","거여","3092","2956","20230125"
"20230122","7호선","건대입구","3494","3868","20230125"
"20230122","2호선","건대입구","13675","15443","20230125"
"20230122","공항철도 1호선","검암","2785","2599","20230125"
"20230122","경강선","경기광주","2981","3091","20230125"
"20230122","과천선","경마공원","235","241","20230125"
"20230122","3호선","경복궁(정부서울청사)","11593","14045","20230125"
"20230122","3호선","경찰병원","1831","1850","20230125"
"20230122","공항철도 1호선","계양","4325","4152","20230125"
"20230122","경의선","계양","1","0","20230125"
"20230122","5호선","고덕","2303","2288","20230125"
"20230122","6호선","고려대(종암)","2834","2753","20230125"
"20230122","수인선","고색","1302","1243","20230125"
"20230122","9호선","고속터미널","6569","8564","20230125"
"20230122","7호선","고속터미널","11626","5864","20230125"
"20230122","3호선","고속터미널","23792","23583","20230125"
"20230122","안산선","고잔","3108","2929","20230125"
"20230122","경의선","곡산","224","194","20230125"
"20230122","경강선","곤지암","1667","1557","20230125"
"20230122","6호선","공덕","4181","4024","20230125"
"20230122","공항철도 1호선","공덕","1038","1529","20230125"
"20230122","경의선","공덕","1279","1105","20230125"
"20230122","5호선","공덕","2867","2942","20230125"
"20230122","7호선","공릉(서울과학기술대)","4030","4058","20230125"
"20230122","9호선","공항시장","1293","1425","20230125"
"20230122","공항철도 1호선","공항화물청사","756","688","20230125"
"20230122","과천선","과천","2381","2264","20230125"
"20230122","경부선","관악","3090","2993","20230125"
"20230122","신림선","관악산(서울대)","993","1029","20230125"
"20230122","5호선","광나루(장신대)","4447","4072","20230125"
"20230122","경부선","광명","1977","1592","20230125"
"20230122","7호선","광명사거리","8423","8417","20230125"
"20230122","경원선","광운대","3220","3201","20230125"
"20230122","5호선","광화문(세종문화회관)","11124","9986","20230125"
"20230122","6호선","광흥창(서강)","2699","2500","20230125"
"20230122","2호선","교대(법원.검찰청)","4447","4749","20230125"
"20230122","3호선","교대(법원.검찰청)","1817","1091","20230125"
"20230122","경부선","구로","7155","7458","20230125"
"20230122","2호선","구로디지털단지","14552","14550","20230125"
"20230122","분당선","구룡","476","487","20230125"
"20230122","중앙선","구리","4669","4946","20230125"
"20230122","9호선","구반포","176","180","20230125"
"20230122","6호선","구산","2913","2249","20230125"
"20230122","분당선","구성","1506","1641","20230125"
"20230122","2호선","구의(광진구청)","6978","6890","20230125"
"20230122","경인선","구일","1917","1887","20230125"
"20230122","3호선","구파발","7841","8051","20230125"
"20230122","중앙선","국수","435","429","20230125"
"20230122","9호선","국회의사당","2697","2598","20230125"
"20230122","5호선","군자(능동)","3854","4274","20230125"
"20230122","7호선","군자(능동)","5196","3853","20230125"
"20230122","경부선","군포","2367","2201","20230125"
"20230122","경춘선","굴봉산","99","103","20230125"
"20230122","5호선","굽은다리(강동구민회관앞)","3557","3425","20230125"
"20230122","경춘선","금곡","723","668","20230125"
"20230122","경의선","금릉","2300","2079","20230125"
"20230122","경부선","금정","10576","10604","20230125"
"20230122","경부선","금천구청","4652","4751","20230125"
"20230122","경의선","금촌","3433","3571","20230125"
"20230122","3호선","금호","3121","2895","20230125"
"20230122","분당선","기흥","3435","3125","20230125"
"20230122","5호선","길동","2620","2701","20230125"
"20230122","4호선","길음","7966","7569","20230125"
"20230122","경춘선","김유정","235","222","20230125"
"20230122","5호선","김포공항","4919","4916","20230125"
"20230122","9호선","김포공항","4833","7560","20230125"
"20230122","공항철도 1호선","김포공항","7738","4088","20230125"
"20230122","5호선","까치산","11030","11019","20230125"
"20230122","2호선","낙성대(강감찬)","8443","8303","20230125"
"20230122","7호선","남구로","5984","6131","20230125"
"20230122","수인선","남동인더스파크","556","547","20230125"
"20230122","3호선","남부터미널(예술의전당)","9820","9464","20230125"
"20230122","7호선","남성","3931","3862","20230125"
"20230122","경부선","남영","3072","3190","20230125"
"20230122","8호선","남위례","1512","1549","20230125"
"20230122","경춘선","남춘천","2066","2010","20230125"
"20230122","4호선","남태령","583","463","20230125"
"20230122","8호선","남한산성입구(성남법원.검찰청)","4480","4090","20230125"
"20230122","7호선","내방","3026","2975","20230125"
"20230122","9호선","노들","1686","1392","20230125"
"20230122","9호선","노량진","9349","9829","20230125"
"20230122","경부선","노량진","4405","4353","20230125"
"20230122","7호선","노원","5704","6284","20230125"
"20230122","4호선","노원","7809","8787","20230125"
"20230122","3호선","녹번","5452","4851","20230125"
"20230122","6호선","녹사평(용산구청)","2196","2317","20230125"
"20230122","경원선","녹양","2087","1823","20230125"
"20230122","경원선","녹천","2181","1815","20230125"
"20230122","7호선","논현","2777","2976","20230125"
"20230122","경의선","능곡","1652","1587","20230125"
"20230122","8호선","단대오거리","4151","4053","20230125"
"20230122","수인선","달월","53","48","20230125"
"20230122","5호선","답십리","5445","5044","20230125"
"20230122","4호선","당고개","4621","4213","20230125"
"20230122","신림선","당곡","1400","1341","20230125"
"20230122","2호선","당산","4717","5137","20230125"
"20230122","9호선","당산","5233","5215","20230125"
"20230122","경부선","당정","2027","1954","20230125"
"20230122","일산선","대곡","723","537","20230125"
"20230122","과천선","대공원","2030","2023","20230125"
"20230122","7호선","대림(구로구청)","6145","6215","20230125"
"20230122","2호선","대림(구로구청)","10102","10994","20230125"
"20230122","분당선","대모산입구","1427","1378","20230125"
"20230122","신림선","대방","980","639","20230125"
"20230122","경부선","대방","3426","3732","20230125"
"20230122","경춘선","대성리","367","238","20230125"
"20230122","안산선","대야미","1828","1655","20230125"
"20230122","3호선","대청","2577","2581","20230125"
"20230122","3호선","대치","3586","3282","20230125"
"20230122","일산선","대화","4126","3882","20230125"
"20230122","6호선","대흥(서강대앞)","2338","2289","20230125"
"20230122","경원선","덕계","1391","1342","20230125"
"20230122","중앙선","덕소","2284","2288","20230125"
"20230122","경원선","덕정","2709","2560","20230125"
"20230122","분당선","도곡","1477","1331","20230125"
"20230122","3호선","도곡","906","979","20230125"
"20230122","중앙선","도농","3771","3561","20230125"
"20230122","2호선","도림천","274","263","20230125"
"20230122","경원선","도봉","2589","2383","20230125"
"20230122","7호선","도봉산","3025","4004","20230125"
"20230122","경원선","도봉산","3714","2474","20230125"
"20230122","중앙선","도심","862","724","20230125"
"20230122","경인선","도원","1227","1192","20230125"
"20230122","경인선","도화","1954","1827","20230125"
"20230122","3호선","독립문","2735","2608","20230125"
"20230122","6호선","독바위","1191","1245","20230125"
"20230122","경부선","독산","4455","4314","20230125"
"20230122","6호선","돌곶이","4275","4106","20230125"
"20230122","4호선","동대문","3817","3904","20230125"
"20230122","1호선","동대문","10533","11478","20230125"
"20230122","2호선","동대문역사문화공원(DDP)","6138","7008","20230125"
"20230122","5호선","동대문역사문화공원(DDP)","592","782","20230125"
"20230122","4호선","동대문역사문화공원(DDP)","7336","6448","20230125"
"20230122","3호선","동대입구","3788","4566","20230125"
"20230122","경원선","동두천","1171","1307","20230125"
"20230122","경원선","동두천중앙","1808","1868","20230125"
"20230122","6호선","동묘앞","3753","3590","20230125"
"20230122","1호선","동묘앞","5072","5413","20230125"
"20230122","경인선","동암","8166","8089","20230125"
"20230122","경인선","동인천","6198","6062","20230125"
"20230122","4호선","동작(현충원)","647","689","20230125"
"20230122","9호선","동작(현충원)","2103","1869","20230125"
"20230122","경부선","두정","3229","3439","20230125"
"20230122","5호선","둔촌동","2732","2791","20230125"
"20230122","9호선2~3단계","둔촌오륜","348","361","20230125"
"20230122","9호선","등촌","3173","3192","20230125"
"20230122","공항철도 1호선","디지털미디어시티","2472","2499","20230125"
"20230122","경의선","디지털미디어시티","1249","1089","20230125"
"20230122","6호선","디지털미디어시티","3862","4029","20230125"
"20230122","2호선","뚝섬","4291","4286","20230125"
"20230122","7호선","뚝섬유원지","3604","3633","20230125"
"20230122","5호선","마곡","2097","2198","20230125"
"20230122","공항철도 1호선","마곡나루(서울식물원)","2475","2475","20230125"
"20230122","9호선","마곡나루(서울식물원)","3067","3309","20230125"
"20230122","일산선","마두","2012","2128","20230125"
"20230122","7호선","마들","4919","4562","20230125"
"20230122","경춘선","마석","1963","1979","20230125"
"20230122","5호선","마장","1972","1835","20230125"
"20230122","5호선","마천","2482","2650","20230125"
"20230122","5호선","마포","3033","3050","20230125"
"20230122","6호선","마포구청","4714","4314","20230125"
"20230122","중앙선","망우","3355","3244","20230125"
"20230122","6호선","망원","5201","5331","20230125"
"20230122","경원선","망월사","3120","3103","20230125"
"20230122","분당선","망포","3784","3691","20230125"
"20230122","분당선","매교","1314","1354","20230125"
"20230122","3호선","매봉","2100","2051","20230125"
"20230122","분당선","매탄권선","1741","1545","20230125"
"20230122","7호선","먹골","3933","3841","20230125"
"20230122","7호선","면목","5803","5958","20230125"
"20230122","4호선","명동","15203","16644","20230125"
"20230122","5호선","명일","3102","3243","20230125"
"20230122","경부선","명학","2218","2041","20230125"
"20230122","8호선","모란","1695","1612","20230125"
"20230122","분당선","모란","6551","6915","20230125"
"20230122","5호선","목동","4991","5275","20230125"
"20230122","8호선","몽촌토성(평화의문)","1774","1803","20230125"
"20230122","3호선","무악재","1513","1548","20230125"
"20230122","2호선","문래","3734","3756","20230125"
"20230122","경의선","문산","3014","3079","20230125"
"20230122","8호선","문정","2515","2461","20230125"
"20230122","분당선","미금","4013","4247","20230125"
"20230122","5호선","미사","5594","5827","20230125"
"20230122","4호선","미아(서울사이버대학)","6738","6240","20230125"
"20230122","4호선","미아사거리","11514","10656","20230125"
"20230122","안산선","반월","1890","1777","20230125"
"20230122","7호선","반포","1338","1184","20230125"
"20230122","5호선","발산","4549","5063","20230125"
"20230122","2호선","방배","3382","3510","20230125"
"20230122","5호선","방이","2043","1958","20230125"
"20230122","경원선","방학","4918","4652","20230125"
"20230122","5호선","방화","2637","2710","20230125"
"20230122","장항선","배방","721","648","20230125"
"20230122","경의선","백마","2395","2170","20230125"
"20230122","일산선","백석","3374","3355","20230125"
"20230122","경춘선","백양리","395","321","20230125"
"20230122","경인선","백운","3267","3237","20230125"
"20230122","6호선","버티고개","744","829","20230125"
"20230122","과천선","범계","7121","7272","20230125"
"20230122","경춘선","별내","964","894","20230125"
"20230122","경부선","병점","6715","6995","20230125"
"20230122","7호선","보라매","2107","2203","20230125"
"20230122","신림선","보라매","981","841","20230125"
"20230122","신림선","보라매공원","558","611","20230125"
"20230122","신림선","보라매병원","1194","1154","20230125"
"20230122","6호선","보문","2896","2724","20230125"
"20230122","우이신설선","보문","818","823","20230125"
"20230122","경원선","보산","1318","1319","20230125"
"20230122","분당선","보정","716","709","20230125"
"20230122","8호선","복정","2901","2500","20230125"
"20230122","장항선","봉명","448","429","20230125"
"20230122","9호선2~3단계","봉은사","7320","7898","20230125"
"20230122","2호선","봉천","7555","7328","20230125"
"20230122","6호선","봉화산(서울의료원)","2788","2919","20230125"
"20230122","경인선","부개","4135","3735","20230125"
"20230122","경강선","부발","1426","1165","20230125"
"20230122","경인선","부천","14916","15505","20230125"
"20230122","경인선","부평","17443","18723","20230125"
"20230122","우이신설선","북한산보국문","3017","2795","20230125"
"20230122","우이신설선","북한산우이","2299","2283","20230125"
"20230122","6호선","불광","1553","1534","20230125"
"20230122","3호선","불광","6006","6240","20230125"
"20230122","7호선","사가정","6330","6361","20230125"
"20230122","4호선","사당","8781","7690","20230125"
"20230122","2호선","사당","10306","11271","20230125"
"20230122","경춘선","사릉","895","916","20230125"
"20230122","수인선","사리","1942","1606","20230125"
"20230122","9호선","사평","1050","998","20230125"
"20230122","안산선","산본","5247","5713","20230125"
"20230122","8호선","산성","1823","1829","20230125"
"20230122","6호선","삼각지","2727","2132","20230125"
"20230122","4호선","삼각지","1522","1921","20230125"
"20230122","경강선","삼동","719","662","20230125"
"20230122","2호선","삼성(무역센터)","12313","11512","20230125"
"20230122","9호선2~3단계","삼성중앙","1192","1108","20230125"
"20230122","일산선","삼송","8733","8216","20230125"
"20230122","우이신설선","삼양","970","961","20230125"
"20230122","우이신설선","삼양사거리","1316","1267","20230125"
"20230122","9호선2~3단계","삼전","2311","2260","20230125"
"20230122","분당선","상갈","1787","1817","20230125"
"20230122","4호선","상계","7812","7417","20230125"
"20230122","7호선","상도","3458","3388","20230125"
"20230122","안산선","상록수","7016","6962","20230125"
"20230122","중앙선","상봉(시외버스터미널)","2876","2889","20230125"
"20230122","7호선","상봉(시외버스터미널)","5980","5750","20230125"
"20230122","6호선","상수","3158","3668","20230125"
"20230122","2호선","상왕십리","4423","4218","20230125"
"20230122","6호선","상월곡(한국과학기술연구원)","2610","2276","20230125"
"20230122","5호선","상일동","4143","4012","20230125"
"20230122","경춘선","상천","120","116","20230125"
"20230122","6호선","새절(신사)","4951","4863","20230125"
"20230122","9호선","샛강","1110","1004","20230125"
"20230122","신림선","샛강","388","441","20230125"
"20230122","경의선","서강대","867","894","20230125"
"20230122","5호선","서대문","3150","3148","20230125"
"20230122","경부선","서동탄","640","566","20230125"
"20230122","경원선","서빙고","1075","1137","20230125"
"20230122","신림선","서울대벤처타운","3534","3180","20230125"
"20230122","2호선","서울대입구(관악구청)","13161","13220","20230125"
"20230122","분당선","서울숲","2263","2339","20230125"
"20230122","경의선","서울역","969","957","20230125"
"20230122","4호선","서울역","3573","9899","20230125"
"20230122","1호선","서울역","27050","28099","20230125"
"20230122","경부선","서울역","6866","1909","20230125"
"20230122","공항철도 1호선","서울역","9695","8309","20230125"
"20230122","신림선","서울지방병무청","818","907","20230125"
"20230122","신림선","서원","1316","1193","20230125"
"20230122","경부선","서정리","3722","3884","20230125"
"20230122","2호선","서초","6046","5650","20230125"
"20230122","분당선","서현","6217","6580","20230125"
"20230122","경원선","석계","3629","3879","20230125"
"20230122","6호선","석계","4657","4630","20230125"
"20230122","경부선","석수","3466","3083","20230125"
"20230122","9호선2~3단계","석촌","2872","2504","20230125"
"20230122","8호선","석촌","2243","2767","20230125"
"20230122","9호선2~3단계","석촌고분","2041","1964","20230125"
"20230122","2호선","선릉","5508","4711","20230125"
"20230122","분당선","선릉","1175","1621","20230125"
"20230122","과천선","선바위","1909","1771","20230125"
"20230122","9호선","선유도","1720","1708","20230125"
"20230122","분당선","선정릉","922","875","20230125"
"20230122","9호선2~3단계","선정릉","1430","1513","20230125"
"20230122","경부선","성균관대","5218","5257","20230125"
"20230122","2호선","성수","6401","7222","20230125"
"20230122","4호선","성신여대입구(돈암)","7387","7407","20230125"
"20230122","우이신설선","성신여대입구(돈암)","1276","1540","20230125"
"20230122","경부선","성환","2761","2473","20230125"
"20230122","경부선","세류","1941","1816","20230125"
"20230122","경부선","세마","1290","1104","20230125"
"20230122","경강선","세종대왕릉","391","342","20230125"
"20230122","수인선","소래포구","2420","2503","20230125"
"20230122","경인선","소사","4079","4071","20230125"
"20230122","경원선","소요산","1882","1644","20230125"
"20230122","우이신설선","솔밭공원","1167","1188","20230125"
"20230122","우이신설선","솔샘","2414","2213","20230125"
"20230122","경인선","송내","8815","8686","20230125"
"20230122","수인선","송도","1071","1089","20230125"
"20230122","5호선","송정","2730","2652","20230125"
"20230122","경부선","송탄","2994","2989","20230125"
"20230122","8호선","송파","2627","2548","20230125"
"20230122","9호선2~3단계","송파나루","1589","1692","20230125"
"20230122","분당선","수내","2478","2482","20230125"
"20230122","7호선","수락산","5321","5084","20230125"
"20230122","안산선","수리산","1438","1199","20230125"
"20230122","경의선","수색","630","596","20230125"
"20230122","분당선","수서","6330","6372","20230125"
"20230122","3호선","수서","8052","7654","20230125"
"20230122","분당선","수원","4423","3466","20230125"
"20230122","경부선","수원","27528","27237","20230125"
"20230122","분당선","수원시청","3828","4522","20230125"
"20230122","4호선","수유(강북구청)","15735","15822","20230125"
"20230122","8호선","수진","1940","1704","20230125"
"20230122","4호선","숙대입구(갈월)","4358","4265","20230125"
"20230122","7호선","숭실대입구(살피재)","3743","3973","20230125"
"20230122","수인선","숭의","1414","1225","20230125"
"20230122","2호선","시청","5261","4157","20230125"
"20230122","1호선","시청","7318","7311","20230125"
"20230122","분당선","신갈","1294","1279","20230125"
"20230122","5호선","신금호","2296","2467","20230125"
"20230122","경부선","신길","3539","3098","20230125"
"20230122","5호선","신길","1081","1274","20230125"
"20230122","안산선","신길온천","972","948","20230125"
"20230122","경춘선","신내","784","663","20230125"
"20230122","9호선","신논현","6699","6615","20230125"
"20230122","2호선","신답","436","498","20230125"
"20230122","6호선","신당","2012","1884","20230125"
"20230122","2호선","신당","5083","5387","20230125"
"20230122","2호선","신대방","10279","10273","20230125"
"20230122","7호선","신대방삼거리","5257","5162","20230125"
"20230122","2호선","신도림","14022","13904","20230125"
"20230122","경부선","신도림","1085","1354","20230125"
"20230122","경강선","신둔도예촌","832","742","20230125"
"20230122","2호선","신림","21302","21899","20230125"
"20230122","신림선","신림","559","842","20230125"
"20230122","9호선","신목동","1225","1057","20230125"
"20230122","9호선","신반포","1023","994","20230125"
"20230122","9호선","신방화","2524","2410","20230125"
"20230122","3호선","신사","4850","5072","20230125"
"20230122","1호선","신설동","4596","4366","20230125"
"20230122","우이신설선","신설동","684","700","20230125"
"20230122","2호선","신설동","1207","1096","20230125"
"20230122","4호선","신용산","6066","5969","20230125"
"20230122","중앙선","신원","138","125","20230125"
"20230122","경원선","신이문","3916","3638","20230125"
"20230122","5호선","신정(은행정)","4611","4311","20230125"
"20230122","2호선","신정네거리","3603","3776","20230125"
"20230122","장항선","신창(순천향대)","1154","845","20230125"
"20230122","경의선","신촌","142","166","20230125"
"20230122","2호선","신촌","9995","10106","20230125"
"20230122","수인선","신포","706","670","20230125"
"20230122","7호선","신풍","4373","4322","20230125"
"20230122","8호선","신흥","2015","2136","20230125"
"20230122","4호선","쌍문","12610","11508","20230125"
"20230122","장항선","쌍용(나사렛대)","1082","950","20230125"
"20230122","장항선","아산","2137","1827","20230125"
"20230122","중앙선","아신","483","418","20230125"
"20230122","5호선","아차산(어린이대공원후문)","5436","5386","20230125"
"20230122","2호선","아현","3398","3337","20230125"
"20230122","3호선","안국","9941","9920","20230125"
"20230122","안산선","안산","12469","12373","20230125"
"20230122","6호선","안암(고대병원앞)","2235","2252","20230125"
"20230122","경부선","안양","8763","9101","20230125"
"20230122","8호선","암사","5820","5597","20230125"
"20230122","3호선","압구정","5893","6150","20230125"
"20230122","분당선","압구정로데오","2837","3526","20230125"
"20230122","5호선","애오개","1657","1592","20230125"
"20230122","경의선","야당","3433","3553","20230125"
"20230122","수인선","야목","138","131","20230125"
"20230122","분당선","야탑","7928","7949","20230125"
"20230122","3호선","약수","4537","4448","20230125"
"20230122","6호선","약수","1069","1095","20230125"
"20230122","중앙선","양수","1120","1086","20230125"
"20230122","중앙선","양원","966","917","20230125"
"20230122","3호선","양재(서초구청)","5911","7086","20230125"
"20230122","중앙선","양정","258","190","20230125"
"20230122","경원선","양주","4096","3899","20230125"
"20230122","2호선","양천구청","2388","2387","20230125"
"20230122","9호선","양천향교","2545","2666","20230125"
"20230122","5호선","양평","1662","1630","20230125"
"20230122","중앙선","양평","1936","1888","20230125"
"20230122","7호선","어린이대공원(세종대)","4145","4183","20230125"
"20230122","수인선","어천","621","585","20230125"
"20230122","9호선2~3단계","언주","1683","1559","20230125"
"20230122","5호선","여의나루","2783","2801","20230125"
"20230122","9호선","여의도","3389","3113","20230125"
"20230122","5호선","여의도","3276","3612","20230125"
"20230122","경강선","여주","2179","1860","20230125"
"20230122","경인선","역곡","10314","10289","20230125"
"20230122","2호선","역삼","5256","5547","20230125"
"20230122","6호선","역촌","1491","1840","20230125"
"20230122","수인선","연수","2031","2125","20230125"
"20230122","6호선","연신내","1","0","20230125"
"20230122","3호선","연신내","13736","13546","20230125"
"20230122","9호선","염창","6093","5906","20230125"
"20230122","경부선","영등포","19879","20609","20230125"
"20230122","5호선","영등포구청","827","735","20230125"
"20230122","2호선","영등포구청","3879","4016","20230125"
"20230122","5호선","영등포시장","2660","2790","20230125"
"20230122","공항철도 1호선","영종","1836","1845","20230125"
"20230122","분당선","영통","2411","2414","20230125"
"20230122","5호선","오금","911","917","20230125"
"20230122","3호선","오금","1848","1861","20230125"
"20230122","경인선","오류동","5106","4699","20230125"
"20230122","분당선","오리","2825","2427","20230125"
"20230122","5호선","오목교(목동운동장앞)","4612","4841","20230125"
"20230122","수인선","오목천","1365","1251","20230125"
"20230122","중앙선","오빈","166","169","20230125"
"20230122","경부선","오산","6766","6661","20230125"
"20230122","경부선","오산대","1608","1517","20230125"
"20230122","안산선","오이도","4089","4081","20230125"
"20230122","경원선","옥수","37","31","20230125"
"20230122","3호선","옥수","2917","3079","20230125"
"20230122","7호선","온수(성공회대입구)","3031","3021","20230125"
"20230122","경인선","온수(성공회대입구)","2937","2573","20230125"
"20230122","장항선","온양온천","3118","3017","20230125"
"20230122","9호선2~3단계","올림픽공원(한국체대)","1811","1831","20230125"
"20230122","5호선","올림픽공원(한국체대)","1155","1037","20230125"
"20230122","2호선","왕십리(성동구청)","4740","4240","20230125"
"20230122","5호선","왕십리(성동구청)","1467","1668","20230125"
"20230122","경원선","왕십리(성동구청)","5533","6158","20230125"
"20230122","경원선","외대앞","3273","3148","20230125"
"20230122","2호선","용답","1180","1241","20230125"
"20230122","2호선","용두(동대문구청)","660","560","20230125"
"20230122","7호선","용마산(용마폭포공원)","2477","2489","20230125"
"20230122","중앙선","용문","1772","1632","20230125"
"20230122","경부선","용산","28980","28717","20230125"
"20230122","5호선","우장산","4254","4398","20230125"
"20230122","중앙선","운길산","390","364","20230125"
"20230122","공항철도 1호선","운서","4930","5326","20230125"
"20230122","경의선","운정","2496","2373","20230125"
"20230122","경의선","운천","5","7","20230125"
"20230122","일산선","원당","4294","4194","20230125"
"20230122","중앙선","원덕","367","297","20230125"
"20230122","수인선","원인재","2053","2096","20230125"
"20230122","일산선","원흥","3806","3606","20230125"
"20230122","경원선","월계","2845","2545","20230125"
"20230122","6호선","월곡(동덕여대)","4411","3861","20230125"
"20230122","수인선","월곶","1071","975","20230125"
"20230122","6호선","월드컵경기장(성산)","1614","1666","20230125"
"20230122","경의선","월롱","613","697","20230125"
"20230122","2호선","을지로3가","5318","5489","20230125"
"20230122","3호선","을지로3가","2294","2129","20230125"
"20230122","2호선","을지로4가","2140","2388","20230125"
"20230122","5호선","을지로4가","923","907","20230125"
"20230122","2호선","을지로입구","9505","8676","20230125"
"20230122","경원선","응봉","813","743","20230125"
"20230122","6호선","응암","6966","6785","20230125"
"20230122","경부선","의왕","2804","2804","20230125"
"20230122","경원선","의정부","9585","9962","20230125"
"20230122","2호선","이대","3943","4092","20230125"
"20230122","분당선","이매","2087","2140","20230125"
"20230122","경강선","이매","619","370","20230125"
"20230122","7호선","이수","4620","4374","20230125"
"20230122","경강선","이천","2347","2400","20230125"
"20230122","경원선","이촌(국립중앙박물관)","1443","1123","20230125"
"20230122","4호선","이촌(국립중앙박물관)","2325","2668","20230125"
"20230122","6호선","이태원","7601","8081","20230125"
"20230122","과천선","인덕원","6890","6935","20230125"
"20230122","수인선","인천","831","1347","20230125"
"20230122","경인선","인천","2957","2417","20230125"
"20230122","공항철도 1호선","인천공항1터미널","9854","9197","20230125"
"20230122","공항철도 1호선","인천공항2터미널","3626","3056","20230125"
"20230122","수인선","인천논현","1850","1947","20230125"
"20230122","수인선","인하대","1829","1715","20230125"
"20230122","경의선","일산","3371","3320","20230125"
"20230122","3호선","일원","2346","2259","20230125"
"20230122","경의선","임진강","41","30","20230125"
"20230122","2호선","잠실(송파구청)","31563","29910","20230125"
"20230122","8호선","잠실(송파구청)","6331","7348","20230125"
"20230122","2호선","잠실나루","3112","3057","20230125"
"20230122","2호선","잠실새내","5888","6343","20230125"
"20230122","3호선","잠원","1300","1246","20230125"
"20230122","7호선","장승배기","3065","3178","20230125"
"20230122","7호선","장암","754","451","20230125"
"20230122","8호선","장지","4238","4006","20230125"
"20230122","5호선","장한평","5059","4993","20230125"
"20230122","우이신설선","정릉","2229","1810","20230125"
"20230122","일산선","정발산","2574","2638","20230125"
"20230122","과천선","정부과천청사","1973","2059","20230125"
"20230122","안산선","정왕","5162","5466","20230125"
"20230122","분당선","정자","3835","4084","20230125"
"20230122","1호선","제기동","4881","4862","20230125"
"20230122","경인선","제물포","4247","3922","20230125"
"20230122","1호선","종각","10286","9704","20230125"
"20230122","5호선","종로3가","5431","5302","20230125"
"20230122","3호선","종로3가","2188","3173","20230125"
"20230122","1호선","종로3가","8147","7315","20230125"
"20230122","1호선","종로5가","6203","5571","20230125"
"20230122","2호선","종합운동장","2187","2317","20230125"
"20230122","9호선2~3단계","종합운동장","1195","1273","20230125"
"20230122","경인선","주안","9700","8875","20230125"
"20230122","일산선","주엽","2870","2942","20230125"
"20230122","분당선","죽전","3069","3626","20230125"
"20230122","7호선","중계","5278","4861","20230125"
"20230122","7호선","중곡","3843","3679","20230125"
"20230122","경인선","중동","3868","3596","20230125"
"20230122","중앙선","중랑","2580","2377","20230125"
"20230122","안산선","중앙","7905","8688","20230125"
"20230122","9호선2~3단계","중앙보훈병원","2297","2280","20230125"
"20230122","7호선","중화","4158","3911","20230125"
"20230122","9호선","증미","1658","1602","20230125"
"20230122","6호선","증산(명지대앞)","4058","3897","20230125"
"20230122","일산선","지축","1","0","20230125"
"20230122","3호선","지축","1983","1877","20230125"
"20230122","중앙선","지평","32","35","20230125"
"20230122","경원선","지행","3570","3688","20230125"
"20230122","경부선","직산","617","578","20230125"
"20230122","경부선","진위","788","729","20230125"
"20230122","4호선","창동","9852","10124","20230125"
"20230122","6호선","창신","1250","1065","20230125"
"20230122","경춘선","천마산","807","826","20230125"
"20230122","경부선","천안","6479","5978","20230125"
"20230122","7호선","천왕","3568","3393","20230125"
"20230122","5호선","천호(풍납토성)","5903","5898","20230125"
"20230122","8호선","천호(풍납토성)","4467","5262","20230125"
"20230122","7호선","철산","6676","7094","20230125"
"20230122","6호선","청구","1198","1304","20230125"
"20230122","5호선","청구","1378","1270","20230125"
"20230122","7호선","청담","2798","3104","20230125"
"20230122","공항철도 1호선","청라국제도시","2100","2066","20230125"
"20230122","경원선","청량리(서울시립대입구)","10593","10187","20230125"
"20230122","1호선","청량리(서울시립대입구)","7791","7931","20230125"
"20230122","분당선","청명","1285","1198","20230125"
"20230122","경춘선","청평","1136","1054","20230125"
"20230122","경강선","초월","1342","1258","20230125"
"20230122","안산선","초지","1897","1702","20230125"
"20230122","4호선","총신대입구(이수)","6120","6626","20230125"
"20230122","경춘선","춘천","1356","1164","20230125"
"20230122","4호선","충무로","5388","6716","20230125"
"20230122","2호선","충정로(경기대입구)","2418","2410","20230125"
"20230122","5호선","충정로(경기대입구)","853","932","20230125"
